code|preferred_name|synonymous_name|short_name|version_number|revision_number|preferred_letter_symbol|synonymous_letter_symbol|data_element_type_class|definition_class|applicable_classes|property_data_element_type|formula|definition|source_document_of_definition|note|remark|unit_of_measure|code_of_unit|alternative_unit_of_measure|code_of_alternative_unit|code_of_list_of_units|data_type|value_list_code|value_list|value_format|status_level|version_released_on|revision_released_on|obsolete_date|version_initiated_on|definition_classes|symbol|enumeration_code|class_type|superclass|higher-level_classes|properties|inherited_properties|Domain|enumerated_list_of_terms|enumeration_code_list|applicable_properties|enumerated_list_of _terms|enumerated_list of_terms|property_data _element_type
http://www.iop.rwth-aachen.de/PPC/1/1/productionOrder|production order|job|@PO|1|1||||||||A document, group of documents, or schedule conveying authority for the manufacture of specified parts or products in specified quantities.|APICS Dictionary, 13 ed., 2010, ISBN: 9780615394411||||||||||||Proposal|||||||||||['http://www.iop.rwth-aachen.de/PPC/1/1/productionOrderId', 'http://www.iop.rwth-aachen.de/PPC/1/1/plannedQuantity', 'http://www.iop.rwth-aachen.de/PPC/1/1/actaulQuantity', 'http://www.iop.rwth-aachen.de/PPC/1/1/plannedStartDate', 'http://www.iop.rwth-aachen.de/PPC/1/1/actualStartDate', 'http://www.iop.rwth-aachen.de/PPC/1/1/plannedEndDate', 'http://www.iop.rwth-aachen.de/PPC/1/1/actualEndDate', 'http://www.iop.rwth-aachen.de/PPC/1/1/plannedDuration', 'http://www.iop.rwth-aachen.de/PPC/1/1/actualDuration', 'http://www.iop.rwth-aachen.de/PPC/1/1/internalDestination', 'http://www.iop.rwth-aachen.de/PPC/1/1/plannedCosts', 'http://www.iop.rwth-aachen.de/PPC/1/1/actualCosts', 'http://www.iop.rwth-aachen.de/PPC/1/1/rejectionRate', 'http://www.iop.rwth-aachen.de/PPC/1/1/priority', 'http://www.iop.rwth-aachen.de/PPC/1/1/poStatus']||||||||
http://www.iop.rwth-aachen.de/PPC/1/1/productionOrderId|production order identificator|job order identificator||1|1|||A62|http://www.iop.rwth-aachen.de/PPC/1/1/productionOrder|http://www.iop.rwth-aachen.de/PPC/1/1/productionOrder|NON_DEPENDENT_P_DET||Unique identification of the production order.|IEC 62264-4|||none|||||STRING|||X|Proposal|||||||||||||||||||
http://www.iop.rwth-aachen.de/IM/1/1/pumpPowerMax|pump power|||1|1|P_pump,max}||K27|http://www.iop.rwth-aachen.de/PPC/1/1/technicalAsset|http://www.iop.rwth-aachen.de/IM/1/1/temperatureControlDevice|NON_DEPENDENT_P_DET||Maximum power of the temperature control unit's pump.|<eigene>|||kW|UAA583|||UAD003|REAL|||NR2|Proposal|||||||||||||||||||
http://www.iop.rwth-aachen.de/IM/1/1/pumpPressureMax|maximum pump pressure|||1|1|P_pump,max}||K15|http://www.iop.rwth-aachen.de/PPC/1/1/technicalAsset|http://www.iop.rwth-aachen.de/IM/1/1/temperatureControlDevice|NON_DEPENDENT_P_DET||Maximal pressure of the pump.|<eigene>|||bar|UAA323|||UAD142|REAL|||NR2|Proposal|||||||||||||||||||
http://www.iop.rwth-aachen.de/PPC/1/1/purchasedStock|purchased stock|||1|1|||A71|http://www.iop.rwth-aachen.de/PPC/1/1/inventoryData|http://www.iop.rwth-aachen.de/PPC/1/1/inventoryData|NON_DEPENDENT_P_DET||Purchased quantity that actually is not on physical stock but will arrive soon.|<eigene>|||1|||||REAL|||NR2..8.2|Proposal|||||||||||||||||||
http://www.iop.rwth-aachen.de/PPC/1/1/purchaseOrder|purchase order||@PUO|1|1||||||||The purchaser’s authorization used to formalize a purchase transaction with a supplier. |APICS Dictionary, 13 ed., 2010, ISBN: 9780615394411||||||||||||Proposal|||||||||||['http://www.iop.rwth-aachen.de/PPC/1/1/purchaseOrderId', 'http://www.iop.rwth-aachen.de/PPC/1/1/quantity', 'http://www.iop.rwth-aachen.de/PPC/1/1/desiredDeliveryDate']||||||||
http://www.iop.rwth-aachen.de/PPC/1/1/purchaseOrderId|purchase order identificator|||1|1|||A62|http://www.iop.rwth-aachen.de/PPC/1/1/purchaseOrder|http://www.iop.rwth-aachen.de/PPC/1/1/purchaseOrder|NON_DEPENDENT_P_DET||Unique identification of the purchase order.|<eigene>|||none|||||STRING|||X..40|Proposal|||||||||||||||||||
http://www.iop.rwth-aachen.de/PPC/1/1/quantity|quantity|amount|@QTY|1|1|||A71||['http://www.iop.rwth-aachen.de/PPC/1/1/salesDocument', 'http://www.iop.rwth-aachen.de/PPC/1/1/purchaseOrder', 'http://www.iop.rwth-aachen.de/PPC/1/1/BOMPosition']|NON_DEPENDENT_P_DET||The quantity is needed to fulfill the customer's demand, purchase raw material, or manufacture a part. |<eigene>|||1|||||REAL|||NR2..8.2|Proposal|||||['http://www.iop.rwth-aachen.de/PPC/1/1/salesDocument', 'http://www.iop.rwth-aachen.de/PPC/1/1/purchaseOrder', 'http://www.iop.rwth-aachen.de/PPC/1/1/BOMPosition']||||||||||||||
http://www.iop.rwth-aachen.de/PPC/1/1/rawMaterial|raw material||@RAW|1|1||||||||Purchased items or extracted materials that are converted via the manufacturing process into components and products.|APICS Dictionary, 13 ed., 2010, ISBN: 9780615394411||||||||||||Proposal|||||||||http://www.iop.rwth-aachen.de/PPC/1/1/part||['http://www.iop.rwth-aachen.de/PPC/1/1/replenishmentTime', 'http://www.iop.rwth-aachen.de/PPC/1/1/vendorId', 'http://www.iop.rwth-aachen.de/PPC/1/1/vendorName', 'http://www.iop.rwth-aachen.de/PPC/1/1/tradeName', 'http://www.iop.rwth-aachen.de/PPC/1/1/unitPrice']|['http://www.iop.rwth-aachen.de/PPC/1/1/partId', 'http://www.iop.rwth-aachen.de/PPC/1/1/name', 'http://www.iop.rwth-aachen.de/PPC/1/1/alternativeName', 'http://www.iop.rwth-aachen.de/PPC/1/1/baseQuantityUnit', 'http://www.iop.rwth-aachen.de/PPC/1/1/netWeight', 'http://www.iop.rwth-aachen.de/PPC/1/1/isCoProduct', 'http://www.iop.rwth-aachen.de/PPC/1/1/status']|||||||
http://www.iop.rwth-aachen.de/PPC/1/1/recurrenceRule|recurrence rule|||1|1|||A91|http://www.iop.rwth-aachen.de/PPC/1/1/shiftCalendar|http://www.iop.rwth-aachen.de/PPC/1/1/shiftCalendar|NON_DEPENDENT_P_DET||Defines the pattern for repeating the shift calendar.|<eigene>|||none|||||STRING|||X|Proposal|||||||||||||||||||
http://www.iop.rwth-aachen.de/PPC/1/1/rejectionRate|rejection rate|scrap rate||1|1|RR||R81|http://www.iop.rwth-aachen.de/PPC/1/1/productionOrder|http://www.iop.rwth-aachen.de/PPC/1/1/productionOrder|NON_DEPENDENT_P_DET||A factor that expresses the quantity of a particular component that is expected to be scrapped upon receipt from a vendor, completion of production, or while that component is being built into a given assembly.|APICS Dictionary, 13 ed., 2010, ISBN: 9780615394411|||%|UAA000|||UAD154|REAL_MEASURE|||NR2..3.2|Proposal|||||||||||||||||||
http://www.iop.rwth-aachen.de/PPC/1/1/released|released||@RLSD|1|1||||http://www.iop.rwth-aachen.de/PPC/1/1/productionOrder||||The production order was released and is ready for production|Logistikprozesse mit SAP, 3 ed., 2011, ISBN: 9783834881199||||||||||||Proposal||||||RLSD|http://www.iop.rwth-aachen.de/PPC/1/1/EnumPOStatus||||||||||||
http://www.iop.rwth-aachen.de/PPC/1/1/replenishmentTime|replenishment lead time|||1|1|t_replenish}||T07||['http://www.iop.rwth-aachen.de/PPC/1/1/rawMaterial', 'http://www.iop.rwth-aachen.de/PPC/1/1/inventoryData']|NON_DEPENDENT_P_DET||The total period of time that elapses from the moment it is determined that a product should be reordered (intern from stock or extern from supplier) until the product is back on the shelf available for use.|APICS Dictionary, 13 ed., 2010, ISBN: 9780615394411|||d|UAA407|h|UAA525|UAD197|REAL|||NR2..4|Proposal|||||['http://www.iop.rwth-aachen.de/PPC/1/1/rawMaterial', 'http://www.iop.rwth-aachen.de/PPC/1/1/inventoryData']||||||||||||||
http://www.iop.rwth-aachen.de/PPC/1/1/reqQualificationLevel|required qualification level|||1|1|||A91|http://www.iop.rwth-aachen.de/PPC/1/1/operation|http://www.iop.rwth-aachen.de/PPC/1/1/operation|NON_DEPENDENT_P_DET||The level of qualification in the form of specific knowledge of a worker is needed to perform a process or operation.|<eigene>|||none|||||STRING|||X..40|Proposal|||||||||||||||||||
http://www.iop.rwth-aachen.de/PPC/1/1/reservedStock|reserved stock|||1|1|||A71|http://www.iop.rwth-aachen.de/PPC/1/1/inventoryData|http://www.iop.rwth-aachen.de/PPC/1/1/inventoryData|NON_DEPENDENT_P_DET||The quantity that may only be used to cover a specific requirement from a given production order.|VDI 2815 Part 4|||1|||||REAL|||NR2..8.2|Proposal|||||||||||||||||||
http://www.iop.rwth-aachen.de/IM/1/1/residenceTime|residence time|||1|1|t_resdence}||T07|http://www.iop.rwth-aachen.de/PPC/1/1/part|http://www.iop.rwth-aachen.de/IM/1/1/plasticsGranulate|NON_DEPENDENT_P_DET||The duration the material is stored until it is (pre-)processed.|<eigene>|||d|UAA407|||UAD197|REAL_MEASURE|||NR2..4|Proposal|||||||||||||||||||
http://www.iop.rwth-aachen.de/IM/1/1/resinForm|resin form|||1|1|||A57||['http://www.iop.rwth-aachen.de/IM/1/1/plasticsGranulate', 'http://www.iop.rwth-aachen.de/PPC/1/1/transportContainer', 'http://www.iop.rwth-aachen.de/PPC/1/1/conveyor']|NON_DEPENDENT_P_DET||The form of the resin.|<eigene>|||none|||||ENUM_STRING|http://www.iop.rwth-aachen.de/IM/1/1/EnumResForm|['http://www.iop.rwth-aachen.de/IM/1/1/granules', 'http://www.iop.rwth-aachen.de/IM/1/1/powder', 'http://www.iop.rwth-aachen.de/IM/1/1/flakes', 'http://www.iop.rwth-aachen.de/IM/1/1/liquid', 'http://www.iop.rwth-aachen.de/IM/1/1/tape']|X..40|Proposal|||||['http://www.iop.rwth-aachen.de/PPC/1/1/part', 'http://www.iop.rwth-aachen.de/PPC/1/1/technicalAsset']||||||||||||||
http://www.iop.rwth-aachen.de/PPC/1/1/resourceUsage|resource usage|||1|1|||A55|http://www.iop.rwth-aachen.de/PPC/1/1/batch|http://www.iop.rwth-aachen.de/PPC/1/1/batch|NON_DEPENDENT_P_DET||Defines the use of operating resources for this batch plan entry.|DIN EN 61512-2|||none|||||ENUM_STRING|http://www.iop.rwth-aachen.de/PPC/1/1/TechnicalAsset|0|X..40|Proposal|||||||||||||||||||
http://www.iop.rwth-aachen.de/PPC/1/1/role|role|||1|1|||A41|http://www.iop.rwth-aachen.de/PPC/1/1/person|http://www.iop.rwth-aachen.de/PPC/1/1/person|NON_DEPENDENT_P_DET||Describes the function of a person within the company.|<eigene>|||none|||||STRING|||X..40|Proposal|||||||||||||||||||
http://www.iop.rwth-aachen.de/PPC/1/1/routing|routing||@ROUT|1|1||||||||Production routing is the overlap of information between the product production rule information and bill of resources information without the bill of material information. It represents all of the non-material aspects of production such as equipment, labor, and energy. Production routings include an ordered sequence of product segments.|IEC 62264-1||||||||||||Proposal|||||||||||['http://www.iop.rwth-aachen.de/PPC/1/1/routingId', 'http://www.iop.rwth-aachen.de/PPC/1/1/version', 'http://www.iop.rwth-aachen.de/PPC/1/1/routingAlternative', 'http://www.iop.rwth-aachen.de/PPC/1/1/plannedStartDate', 'http://www.iop.rwth-aachen.de/PPC/1/1/actualStartDate', 'http://www.iop.rwth-aachen.de/PPC/1/1/plannedEndDate', 'http://www.iop.rwth-aachen.de/PPC/1/1/actualEndDate', 'http://www.iop.rwth-aachen.de/PPC/1/1/plannedDuration', 'http://www.iop.rwth-aachen.de/PPC/1/1/actualDuration', 'http://www.iop.rwth-aachen.de/PPC/1/1/internalDesitnation', 'http://www.iop.rwth-aachen.de/PPC/1/1/status']||||||||
http://www.iop.rwth-aachen.de/PPC/1/1/routingAlternative|alternate routing|||1|1|||A62|http://www.iop.rwth-aachen.de/PPC/1/1/routing|http://www.iop.rwth-aachen.de/PPC/1/1/routing|NON_DEPENDENT_P_DET||A routing that is usually less preferred than the primary routing but results in an identical item. Alternate routings may be maintained on the computer or ofline via manual methods, but the computer software must be able to accept alternate routings for specific jobs.|APICS Dictionary, 13 ed., 2010, ISBN: 9780615394411|||1|||||INTEGER|||NR1..3|Proposal|||||||||||||||||||
http://www.iop.rwth-aachen.de/PPC/1/1/routingId|routing identificator|||1|1|||A62|http://www.iop.rwth-aachen.de/PPC/1/1/routing|http://www.iop.rwth-aachen.de/PPC/1/1/routing|NON_DEPENDENT_P_DET||Unique identification of the routing.|<eigene>|||none|||||STRING|||X..40|Proposal|||||||||||||||||||
http://www.iop.rwth-aachen.de/PPC/1/1/safetyStock|safety stock|buffer stock||1|1|||A71|http://www.iop.rwth-aachen.de/PPC/1/1/inventoryData|http://www.iop.rwth-aachen.de/PPC/1/1/inventoryData|NON_DEPENDENT_P_DET||1) In general, a quantity of stock is planned to be in inventory to protect against fluctuations in demand or supply. 2) In the context of master production scheduling, the additional inventory and capacity are planned as protection against forecast errors and short-term changes in the backlog. Overplanning can be used to create safety stock.|APICS Dictionary, 13 ed., 2010, ISBN: 9780615394411|||1|||||REAL|||NR2..8.2|Proposal|||||||||||||||||||
http://www.iop.rwth-aachen.de/PPC/1/1/safetyTime|safety time|safety lead time||1|1|t_safety}||T07|http://www.iop.rwth-aachen.de/PPC/1/1/operation|http://www.iop.rwth-aachen.de/PPC/1/1/operation|NON_DEPENDENT_P_DET||An element of time added to normal lead time to protect against fluctuations in lead time so that an order can be completed before its real need date. When used, the MRP system, in offsetting for lead time, will plan both order release and order completion for earlier dates than it would otherwise.|APICS Dictionary, 13 ed., 2010, ISBN: 9780615394411|||min|UAA842|h|UAA525|UAD197|REAL|||NR2..4|Proposal|||||||||||||||||||
http://www.iop.rwth-aachen.de/PPC/1/1/salesDocument|sales document||@SDOC|1|1||||||||Sales document as dummy class provide properties that are the same for all sales documents.|<eigene>||||||||||||Proposal|||||||||||['http://www.iop.rwth-aachen.de/PPC/1/1/partId', 'http://www.iop.rwth-aachen.de/PPC/1/1/quantity', 'http://www.iop.rwth-aachen.de/PPC/1/1/baseQuantityUnit', 'http://www.iop.rwth-aachen.de/PPC/1/1/customerId', 'http://www.iop.rwth-aachen.de/PPC/1/1/desiredDueDate', 'http://www.iop.rwth-aachen.de/PPC/1/1/destination', 'http://www.iop.rwth-aachen.de/PPC/1/1/technicalAttributes', 'http://www.iop.rwth-aachen.de/PPC/1/1/salesPriceMax', 'http://www.iop.rwth-aachen.de/PPC/1/1/priority', 'http://www.iop.rwth-aachen.de/PPC/1/1/sdStatus']||||||||
http://www.iop.rwth-aachen.de/PPC/1/1/salesOrder|sales order|customer order|@SO|1|1||||||||An order from a customer for a particular product or a number of products. It is often referred to as an actual demand to distinguish it from a forecasted demand.|APICS Dictionary, 13 ed., 2010, ISBN: 9780615394411||||||||||||Proposal|||||||||http://www.iop.rwth-aachen.de/PPC/1/1/inquiry|http://www.iop.rwth-aachen.de/PPC/1/1/salesDocument|['http://www.iop.rwth-aachen.de/PPC/1/1/salesOrderId', 'http://www.iop.rwth-aachen.de/PPC/1/1/plannedDueDate', 'http://www.iop.rwth-aachen.de/PPC/1/1/salesPricePlanned']|['http://www.iop.rwth-aachen.de/PPC/1/1/inquiryId', 'http://www.iop.rwth-aachen.de/PPC/1/1/partId', 'http://www.iop.rwth-aachen.de/PPC/1/1/quantity', 'http://www.iop.rwth-aachen.de/PPC/1/1/baseQuantityUnit', 'http://www.iop.rwth-aachen.de/PPC/1/1/customerId', 'http://www.iop.rwth-aachen.de/PPC/1/1/desiredDueDate', 'http://www.iop.rwth-aachen.de/PPC/1/1/destination', 'http://www.iop.rwth-aachen.de/PPC/1/1/technicalAttributes', 'http://www.iop.rwth-aachen.de/PPC/1/1/salesPriceMax', 'http://www.iop.rwth-aachen.de/PPC/1/1/priority', 'http://www.iop.rwth-aachen.de/PPC/1/1/sdStatus']|||||||
http://www.iop.rwth-aachen.de/PPC/1/1/salesOrderId|sales order identificator|||1|1|||A62|http://www.iop.rwth-aachen.de/PPC/1/1/salesDocument|http://www.iop.rwth-aachen.de/PPC/1/1/salesOrder|NON_DEPENDENT_P_DET||Unique identification of the sales order.|<eigene>|||none|||||STRING|||X..40|Proposal|||||||||||||||||||
http://www.iop.rwth-aachen.de/PPC/1/1/salesPriceMax|sales price maximum|||1|1|||P51|http://www.iop.rwth-aachen.de/PPC/1/1/salesDocument|http://www.iop.rwth-aachen.de/PPC/1/1/salesDocument|NON_DEPENDENT_P_DET||The maximum price the customer is willing to pay for an order.|<eigene>|||€|||||REAL_CURRENCY|||NR2 2.2|Proposal|||||||||||||||||||
http://www.iop.rwth-aachen.de/PPC/1/1/salesPricePlanned|planned sales price|||1|1|||P51|http://www.iop.rwth-aachen.de/PPC/1/1/salesDocument|http://www.iop.rwth-aachen.de/PPC/1/1/salesOrder|NON_DEPENDENT_P_DET||The sales price is the amount charged for the product offering.|APICS Dictionary, 13 ed., 2010, ISBN: 9780615394411|||€|||||REAL_CURRENCY|||NR2 2.2|Proposal|||||||||||||||||||
http://www.iop.rwth-aachen.de/PPC/1/1/saturday|saturday||@SAT|1|1||||http://www.iop.rwth-aachen.de/PPC/1/1/shiftCalendar|||||||||||||||||Proposal||||||SAT|http://www.iop.rwth-aachen.de/PPC/1/1/EnumWorkdays||||||||||||
http://www.iop.rwth-aachen.de/PPC/1/1/scale|scale||@SCLE|1|1||||||||Technical asset for measureing the weight of a thing.|<eigene>||||||||||||Proposal|||||||||http://www.iop.rwth-aachen.de/PPC/1/1/technicalAsset||['http://www.iop.rwth-aachen.de/PPC/1/1/scaleId', 'http://www.iop.rwth-aachen.de/PPC/1/1/weightMax']|['http://www.iop.rwth-aachen.de/PPC/1/1/name', 'http://www.iop.rwth-aachen.de/PPC/1/1/manufacturer', 'http://www.iop.rwth-aachen.de/PPC/1/1/yearOfConstruction', 'http://www.iop.rwth-aachen.de/PPC/1/1/locationName', 'http://www.iop.rwth-aachen.de/PPC/1/1/MTTF', 'http://www.iop.rwth-aachen.de/PPC/1/1/MTTR', 'http://www.iop.rwth-aachen.de/PPC/1/1/grossCapacity', 'http://www.iop.rwth-aachen.de/PPC/1/1/overallEquipmentEfficency', 'http://www.iop.rwth-aachen.de/PPC/1/1/hourlyRate', 'http://www.iop.rwth-aachen.de/PPC/1/1/statusTA']|||||||
http://www.iop.rwth-aachen.de/PPC/1/1/scaleId|scale identificator|||1|1|||A62|http://www.iop.rwth-aachen.de/PPC/1/1/technicalAsset|http://www.iop.rwth-aachen.de/PPC/1/1/scale|NON_DEPENDENT_P_DET||Unique identification of the scale.|<eigene>|||none|||||STRING|||X..40|Proposal|||||||||||||||||||
http://www.iop.rwth-aachen.de/IM/1/1/screw|screw||@SCRW|1|1||||http://www.iop.rwth-aachen.de/PPC/1/1/conveyor||||The rotation of a screw ensures the material transport.|<eigene>||||||||||||Proposal||||||SCRW|http://www.iop.rwth-aachen.de/IM/1/1/EnumConvType||||||||||||
http://www.iop.rwth-aachen.de/IM/1/1/screwType|type of screw|||1|1|||A55|http://www.iop.rwth-aachen.de/PPC/1/1/technicalAsset|http://www.iop.rwth-aachen.de/IM/1/1/injectionMoldingMachine|NON_DEPENDENT_P_DET||Indicates which type of screw is currently set up on the machine.|<eigene>|||none|||||STRING|||X..40|Proposal|||||||||||||||||||
http://www.iop.rwth-aachen.de/PPC/1/1/sdStatus|status|||1|1|||A62|http://www.iop.rwth-aachen.de/PPC/1/1/salesDocument|http://www.iop.rwth-aachen.de/PPC/1/1/salesDocument|NON_DEPENDENT_P_DET||The current condition, process (step), etc., of an asset/entity.|<eigene>|||none|||||ENUM_STRING|http://www.iop.rwth-aachen.de/PPC/1/1/EnumSDStatus|['http://www.iop.rwth-aachen.de/PPC/1/1/open', 'http://www.iop.rwth-aachen.de/PPC/1/1/confirmed', 'http://www.iop.rwth-aachen.de/PPC/1/1/inProgress', 'http://www.iop.rwth-aachen.de/PPC/1/1/cancelled', 'http://www.iop.rwth-aachen.de/PPC/1/1/partlyDelivered', 'http://www.iop.rwth-aachen.de/PPC/1/1/delivered']|X..40|Proposal|||||||||||||||||||
http://www.iop.rwth-aachen.de/PPC/1/1/setup|setup||@SETU|1|1||||http://www.iop.rwth-aachen.de/PPC/1/1/operation||||Necessary setup before production has begun.|<eigene>||||||||||||Proposal||||||SETU|http://www.iop.rwth-aachen.de/PPC/1/1/EnumOpStatus||||||||||||
http://www.iop.rwth-aachen.de/PPC/1/1/setupTime|setup time|setup lead time||1|1|t_s}||T07|http://www.iop.rwth-aachen.de/PPC/1/1/operation|http://www.iop.rwth-aachen.de/PPC/1/1/operation|NON_DEPENDENT_P_DET||The time required for a specific machine, resource, work center, process, or line to convert from the production of the last good piece of item A to the first good piece of item B.|APICS Dictionary, 13 ed., 2010, ISBN: 9780615394411|||min|UAA842|h|UAA525|UAD197|REAL|||NR2..4|Proposal|||||||||||||||||||
http://www.iop.rwth-aachen.de/PPC/1/1/shiftCalendar|shift calendar||@SHFT|1|1||||||||Contains the start, finish, and break times of a shift.|Production Planning and Control with SAP ERP, 2013, ISBN: 9781592298686||||||||||||Proposal|||||||||||['http://www.iop.rwth-aachen.de/PPC/1/1/shiftId', 'http://www.iop.rwth-aachen.de/PPC/1/1/entryType', 'http://www.iop.rwth-aachen.de/PPC/1/1/startRule', 'http://www.iop.rwth-aachen.de/PPC/1/1/recurrenceRule', 'http://www.iop.rwth-aachen.de/PPC/1/1/workdays', 'http://www.iop.rwth-aachen.de/PPC/1/1/validTill', 'http://www.iop.rwth-aachen.de/PPC/1/1/startTime', 'http://www.iop.rwth-aachen.de/PPC/1/1/endTime', 'http://www.iop.rwth-aachen.de/PPC/1/1/pauseTime', 'http://www.iop.rwth-aachen.de/PPC/1/1/grossCapacity']||||||||
http://www.iop.rwth-aachen.de/PPC/1/1/shiftId|shift calendar identificator|work calendar identificator||1|1|||A62|http://www.iop.rwth-aachen.de/PPC/1/1/shiftCalendar|http://www.iop.rwth-aachen.de/PPC/1/1/shiftCalendar|NON_DEPENDENT_P_DET||Unique identification of the shift calendar.|IEC 62264-4|||none|||||STRING|||X..40|Proposal|||||||||||||||||||
http://www.iop.rwth-aachen.de/IM/1/1/shotVolumeMax|maximum shot capacity|||1|1|V_shot,max}||T06|http://www.iop.rwth-aachen.de/PPC/1/1/technicalAsset|http://www.iop.rwth-aachen.de/IM/1/1/injectionMoldingMachine|NON_DEPENDENT_P_DET||Maximum quantity of material that an injection molding machine can inject per cycle into a mold.|ISO 472|||cm³|UAA385|||UAD238|REAL|||NR2|Proposal|||||||||||||||||||
http://www.iop.rwth-aachen.de/IM/1/1/shotVolumeMin|minumum shot capacity|||1|1|V_shot,min}||T06|http://www.iop.rwth-aachen.de/PPC/1/1/technicalAsset|http://www.iop.rwth-aachen.de/IM/1/1/injectionMoldingMachine|NON_DEPENDENT_P_DET||Minimum quantity of material that an injection molding machine can inject per cycle into a mold.|<eigene>|||cm³|UAA385|||UAD238|REAL|||NR2|Proposal|||||||||||||||||||
http://www.iop.rwth-aachen.de/PPC/1/1/shutdownTime|shutdown time|||1|1|t_shutdown}||T07|http://www.iop.rwth-aachen.de/PPC/1/1/operation|http://www.iop.rwth-aachen.de/PPC/1/1/operation|NON_DEPENDENT_P_DET||The time required for a specific machine, resource, work center, process, or line to shut down.|<eigene>|||min|UAA842|h|UAA525|UAD197|REAL|||NR2..4|Proposal|||||||||||||||||||
http://www.iop.rwth-aachen.de/IM/1/1/spureRemoval|spure removal||@SRVL|1|1||||http://www.iop.rwth-aachen.de/PPC/1/1/handlingDevice||||Process step to cut or laser the spure from the finished part.|<eigene>||||||||||||Proposal||||||SRVL|http://www.iop.rwth-aachen.de/IM/1/1/EnumDeviceType||||||||||||
http://www.iop.rwth-aachen.de/PPC/1/1/startRule|start rule|||1|1|||A31|http://www.iop.rwth-aachen.de/PPC/1/1/shiftCalendar|http://www.iop.rwth-aachen.de/PPC/1/1/shiftCalendar|NON_DEPENDENT_P_DET||Defines the date until the shift calendar is valid and in use.|<eigene>|||none|||||STRING|||X|Proposal|||||||||||||||||||
http://www.iop.rwth-aachen.de/PPC/1/1/startTime|start time|||1|1|||A31|http://www.iop.rwth-aachen.de/PPC/1/1/shiftCalendar|http://www.iop.rwth-aachen.de/PPC/1/1/shiftCalendar|NON_DEPENDENT_P_DET||Start time of the shift.|<eigene>|||none|||||TIME|||X 5|Proposal|||||||||||||||||||
http://www.iop.rwth-aachen.de/PPC/1/1/status|status|||1|1|||A62||['http://www.iop.rwth-aachen.de/PPC/1/1/batch', 'http://www.iop.rwth-aachen.de/PPC/1/1/billOfMaterial', 'http://www.iop.rwth-aachen.de/PPC/1/1/part', 'http://www.iop.rwth-aachen.de/PPC/1/1/routing']|NON_DEPENDENT_P_DET||The current condition, process (step), etc. of an asset/entity.|<eigene>|||none|||||ENUM_STRING|http://www.iop.rwth-aachen.de/PPC/1/1/EnumAssetStatus|['http://www.iop.rwth-aachen.de/PPC/1/1/construction', 'http://www.iop.rwth-aachen.de/PPC/1/1/verification', 'http://www.iop.rwth-aachen.de/PPC/1/1/approved', 'http://www.iop.rwth-aachen.de/PPC/1/1/updating', 'http://www.iop.rwth-aachen.de/PPC/1/1/expired']|X..40|Proposal|||||['http://www.iop.rwth-aachen.de/PPC/1/1/batch', 'http://www.iop.rwth-aachen.de/PPC/1/1/billOfMaterial', 'http://www.iop.rwth-aachen.de/PPC/1/1/part', 'http://www.iop.rwth-aachen.de/PPC/1/1/routing']||||||||||||||
http://www.iop.rwth-aachen.de/PPC/1/1/statusOp|status|||1|1|||A62|http://www.iop.rwth-aachen.de/PPC/1/1/operation|http://www.iop.rwth-aachen.de/PPC/1/1/operation|NON_DEPENDENT_P_DET||The current condition, process (step), etc., of an asset/entity.|<eigene>|||none|||||ENUM_STRING|http://www.iop.rwth-aachen.de/PPC/1/1/EnumOpStatus|['http://www.iop.rwth-aachen.de/PPC/1/1/waiting', 'http://www.iop.rwth-aachen.de/PPC/1/1/setup', 'http://www.iop.rwth-aachen.de/PPC/1/1/inProgress', 'http://www.iop.rwth-aachen.de/PPC/1/1/disturbance', 'http://www.iop.rwth-aachen.de/PPC/1/1/cancelled', 'http://www.iop.rwth-aachen.de/PPC/1/1/finished']|X..40|Proposal|||||||||||||||||||
http://www.iop.rwth-aachen.de/PPC/1/1/status|status|||1|1|||A62||http://www.iop.rwth-aachen.de/PPC/1/1/person|NON_DEPENDENT_P_DET||The current condition, process (step), etc., of an asset/entity.|<eigene>|||none|||||ENUM_STRING|http://www.iop.rwth-aachen.de/PPC/1/1/EnumPersonStatus|['http://www.iop.rwth-aachen.de/PPC/1/1/idle', 'http://www.iop.rwth-aachen.de/PPC/1/1/blocked', 'http://www.iop.rwth-aachen.de/PPC/1/1/pause', 'http://www.iop.rwth-aachen.de/PPC/1/1/vacation', 'http://www.iop.rwth-aachen.de/PPC/1/1/nonWorkingTime']|X..40|Proposal|||||http://www.iop.rwth-aachen.de/PPC/1/1/person||||||||||||||
http://www.iop.rwth-aachen.de/PPC/1/1/statusTA|status technical asset|||1|1|||A62|http://www.iop.rwth-aachen.de/PPC/1/1/technicalAsset|http://www.iop.rwth-aachen.de/PPC/1/1/technicalAsset|NON_DEPENDENT_P_DET||The current condition, process (step), etc., of an asset/entity.|<eigene>|||none|||||ENUM_STRING|http://www.iop.rwth-aachen.de/PPC/1/1/EnumTecAssetStatus|['http://www.iop.rwth-aachen.de/PPC/1/1/idle', 'http://www.iop.rwth-aachen.de/PPC/1/1/blocked', 'http://www.iop.rwth-aachen.de/PPC/1/1/disturbance', 'http://www.iop.rwth-aachen.de/PPC/1/1/defect', 'http://www.iop.rwth-aachen.de/PPC/1/1/inMaintenance']|X..40|Proposal|||||||||||||||||||
